Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Purchase,Collection Purchase - Detail,Collection Lyrics,Collection MoFi Sleeve,Collection 1st Play,Collection 2nd Play,Collection 3rd Play,Collection 4th Play,Collection 5th Play,Collection 6th Play,Collection 7th Play,Collection 8th Play,Collection 9th Play,Collection 10th Play,Collection Purchase Date,Collection Color,api_url,genre,style,num_songs,format,format_qty,community_have,community_want,rating_avg,rating_count,date_played,year,runtime
EMIV 2046,Amber Mark,Three Dimensions Deep,"EMI, PMR Records (2)","2xLP, Album, Cle",NA,2022,21962656,Vinyl LPs (New),9/2/2022 14:35,Mint (M),Mint (M),UO,NA,Yes,Yes x2,9/18/2022,3/31/2023,NA,NA,NA,NA,NA,NA,NA,NA,8/28/2022 19:00,"Clear, Clear",https://api.discogs.com/releases/21962656,Funk / Soul,Soul,17,Vinyl,2,902,217,4.67,43,9/18/2022,2022,60
6.02445E+11,Stromae,Multitude,Mosaert,"LP, Album",NA,2022,22410628,Vinyl LPs (New),9/17/2022 13:52,Mint (M),Mint (M),UO,NA,Yes,Yes,9/18/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/2022 19:00,NA,https://api.discogs.com/releases/22410628,Hip Hop,,12,Vinyl,1,178,87,4,12,9/18/2022,2022,35.75
PRC-464,Julia Jacklin,Pre Pleasure,Polyvinyl Record Company,"LP, Album, Whi",NA,2022,24336443,Vinyl LPs (New),9/17/2022 9:54,Mint (M),Mint (M),eBay,get_importcds,NA,Yes,9/18/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/14/2022 12:00,White,https://api.discogs.com/releases/24336443,Rock,Alternative Rock,10,Vinyl,1,305,38,4.64,11,9/18/2022,2022,38
"19439916641,  19439916641 S1","Tyler, The Creator",Call Me If You Get Lost,"Columbia, Columbia","2xLP, Album, URP",NA,2022,23068442,Vinyl LPs (New),9/17/2022 10:00,Mint (M),Mint (M),eBay,get_importcds,NA,Yes x2,9/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/14/2022 12:00,NA,https://api.discogs.com/releases/23068442,Hip Hop,Trap,16,Vinyl,2,2841,301,4.36,73,9/19/2022,2021,52.9
TRANS347XX,Let's Eat Grandma,I'm All Ears,Transgressive Records,"2xLP, Album, Ltd, Yel",NA,2018,12186021,Vinyl LPs (New),4/16/2020 15:14,Mint (M),Mint (M),"Park Ave CDs
",NA,NA,Yes x2,4/16/2020,9/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,8/27/2018 21:30,"Yellow, Yellow",https://api.discogs.com/releases/12186021,Electronic,Experimental,11,Vinyl,2,912,295,4.35,62,9/19/2022,2018,51.5
"7243 8 29626 1 8, 8296261",Radiohead,The Bends,"Capitol Records, Capitol Records","LP, Album, Ltd, RE, 180",5,2008,1594061,Vinyl LPs (New),7/14/2015 16:41,Mint (M),Mint (M),Amazon,NA,Yes,No,7/14/2015,9/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1594061,Rock,Alternative Rock,12,Vinyl,1,12549,4711,4.5,1183,9/23/2022,1995,48.7
"7243 5 32764 1 6, LPFHEIT 45101",Radiohead,Amnesiac,"Parlophone, Parlophone","2x10"", Album, RE",4,0,6103510,"Vinyl 10""",6/30/2015 19:14,Mint (M),Mint (M),Amazon,NA,NA,N/A,6/5/2021,9/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/6103510,Electronic,Alternative Rock,11,Vinyl,2,1507,790,4.62,165,9/23/2022,2001,44
"7243 8 55229 1 8, NODATA 02",Radiohead,OK Computer,"Parlophone, Parlophone","2xLP, Album, RE, RP, 180",5,2013,3339642,Vinyl LPs (New),6/30/2015 19:11,Mint (M),Mint (M),Amazon,NA,Printed inners. Lyrics on gatefold,No x2,6/30/2015,9/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/3339642,Electronic,Alternative Rock,16,Vinyl,2,2432,1905,4.78,386,9/23/2022,1997,53.7
RSE0169-1,"Step Brothers (2), Alchemist & Evidence (2)",Lord Steppington,Rhymesayers Entertainment,"2xLP, Album, Gol",3,2014,5305252,Vinyl LPs (New),2/26/2015 4:56,Mint (M),Mint (M),UO,NA,NA,NA,2/26/2015,9/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gold, Gold",https://api.discogs.com/releases/5305252,Hip Hop,,14,Vinyl,2,1262,406,4.5,113,9/23/2022,2014,54.7
359903-0,MC Solaar,Prose Combat,Polydor,"2xLP, Album, Ltd, RE, Whi",NA,2021,21213079,Vinyl LPs (New),1/18/2022 16:20,Mint (M),Mint (M),eBay,get_importcds,Yes,No x2,9/25/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White, White",https://api.discogs.com/releases/21213079,Electronic,Ragga HipHop,15,Vinyl,2,303,71,4.52,21,9/25/2022,1994,56
RSE0336-1,Aesop Rock X Blockhead,Garbology,Rhymesayers Entertainment,"2xLP, Album",NA,2021,20948779,Vinyl LPs (New),9/17/2022 9:32,Mint (M),Mint (M),eBay,get_importcds,NA,Yes x2,9/25/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/14/2022 12:00,"Brown, Purple",https://api.discogs.com/releases/20948779,Hip Hop,,14,Vinyl,2,2178,239,4.64,107,9/25/2022,2021,50.8
359902-6,MC Solaar,Qui Sème Le Vent Récolte Le Tempo,"Universal Music France, Polydor","LP, Album, Ltd, RE, Tra",NA,2021,21215824,Vinyl LPs (New),1/18/2022 16:20,Mint (M),Mint (M),eBay,get_importcds,Yes,No,9/25/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clear,https://api.discogs.com/releases/21215824,Hip Hop,Pop Rap,15,Vinyl,1,211,75,4.58,19,9/25/2022,1991,52.1
DOC142,Phoebe Bridgers,Stranger In The Alps,Dead Oceans,"LP, Album, Ltd, RE, Gal",NA,2022,24567782,Vinyl LPs (New),9/26/2022 14:01,Mint (M),Mint (M),Label,Secretly Store,NA,Yes,9/26/2022,2/13/2023,NA,NA,NA,NA,NA,NA,NA,NA,8/31/2022 18:00,Gray,https://api.discogs.com/releases/24567782,Rock,Indie Rock,11,Vinyl,1,3909,1093,4.78,100,9/26/2022,2017,44.2
DOC245,Phoebe Bridgers & Rob Moose,Copycat Killer,Dead Oceans,"12"", EP, Ltd, RP, Gre",NA,2021,18553123,Vinyl LPs (New),9/26/2022 14:03,Mint (M),Mint (M),Label,Secretly Store,NA,Yes,9/26/2022,2/13/2023,NA,NA,NA,NA,NA,NA,NA,NA,8/31/2022 18:00,Green,https://api.discogs.com/releases/18553123,Pop,Indie Pop,4,Vinyl,1,7699,777,4.56,238,9/26/2022,2020,13
DOC200,Phoebe Bridgers,Punisher,Dead Oceans,"LP, Album, Ltd, Red",NA,2020,15491991,Vinyl LPs (New),8/18/2021 21:27,Mint (M),Mint (M),Label,NA,Yes,Yes,9/19/2021,9/26/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red,https://api.discogs.com/releases/15491991,Rock,Indie Rock,11,Vinyl,1,6014,3138,4.47,262,9/26/2022,2020,40.75
"GLS020601 ST02, GLS-0206-01, GLS-0147-01",Chvrches,The Bones Of What You Believe,"Glassnote (2), Glassnote (2), Glassnote (2), Goodbye Records (2)","LP, Album, Ltd, Blu",NA,2016,8967355,Vinyl LPs (New),8/31/2016 15:10,Mint (M),Mint (M),Label,Newbury Comics,NA,NA,4/19/2020,9/26/2022,NA,NA,NA,NA,NA,NA,NA,NA,8/15/2016 11:10,Blue,https://api.discogs.com/releases/8967355,Electronic,Indie Pop,12,Vinyl,1,364,613,4.72,36,9/26/2022,2013,48
"GLS-0205-01 ST02, GLS-0181-01",Chvrches,Every Open Eye,"Glassnote (2), Glassnote (2), Goodbye Records (2)","LP, Album, Ltd, Pin",NA,2016,8967415,Vinyl LPs (New),8/31/2016 15:10,Mint (M),Mint (M),"Label
",Newbury Comics,NA,NA,4/19/2020,9/26/2022,NA,NA,NA,NA,NA,NA,NA,NA,8/15/2016 11:10,Pink,https://api.discogs.com/releases/8967415,Electronic,Synth-pop,11,Vinyl,1,425,422,4.57,30,9/26/2022,2015,42
086482-2,Pomme,Les Failles Cachées,"Polydor, Universal Music France","2xLP, Album, Gat",NA,2020,14804872,Vinyl LPs (New),4/25/2020 15:23,Mint (M),Mint (M),Other,Movie Mars,NA,NA,7/5/2020,9/26/2022,NA,NA,NA,NA,NA,NA,NA,NA,4/14/2020 12:00,NA,https://api.discogs.com/releases/14804872,"Folk, World, & Country",,16,Vinyl,2,791,169,4.49,47,9/26/2022,2020,52.1
4751726,Björk,Homogenic,Polydor,"LP, Album, RE, 180",NA,2016,8084133,Vinyl LPs (New),2/9/2018 16:04,Mint (M),Mint (M),Amazon,NA,Yes,Yes,6/20/2020,9/27/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/8084133,Electronic,IDM,10,Vinyl,1,2619,1261,4.66,280,9/27/2022,1997,43.5
B0023464-01,Kendrick Lamar,To Pimp A Butterfly,"Top Dawg Entertainment, Aftermath Entertainment, Interscope Records","2xLP, Album, Gat",5,2015,7557957,Vinyl LPs (New),10/29/2015 23:37,Mint (M),Mint (M),Amazon,NA,NA,"Yes x2
",9/28/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/21/2015 12:00,NA,https://api.discogs.com/releases/7557957,Hip Hop,Conscious,16,Vinyl,2,19932,10918,4.74,1664,9/28/2022,2015,78
LVR00224,St. Vincent,Masseduction,Loma Vista,"LP, Album, Pin",NA,2017,10989027,Vinyl LPs (New),9/10/2022 5:23,Mint (M),Mint (M),Amazon,NA,NA,"Yes
",10/1/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/20/2017 12:00,Pink,https://api.discogs.com/releases/10989027,Electronic,Indie Rock,13,Vinyl,1,5297,829,4.38,314,10/1/2022,2017,41.7
SP 690,Band Of Horses,Everything All The Time,Sub Pop,"LP, Album",NA,2006,724556,Vinyl LPs (New),5/29/2016 10:37,NA,NA,Amazon,NA,NA,"No
",10/1/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/724556,Rock,Indie Rock,10,Vinyl,1,13919,1800,4.26,1020,10/1/2022,2006,36
TRANS509X,Arlo Parks,Collapsed In Sunbeams,"Transgressive Records, Beatnik","LP, Album, Ltd, Red",NA,2021,17151046,Vinyl LPs (New),5/28/2021 8:21,Mint (M),Mint (M),Amazon,Gift,Yes,Yes,5/29/2021,10/1/2022,1/21/2023,NA,NA,NA,NA,NA,NA,NA,NA,Red,https://api.discogs.com/releases/17151046,Funk / Soul,Soul,12,Vinyl,1,7066,674,4.49,338,10/1/2022,2021,40
88985387471,Solange (2),A Seat At The Table,"Columbia, Saint Records (6)","2xLP, Album, Pur",NA,2016,9530988,Vinyl LPs (New),12/24/2016 6:00,NA,NA,UO,NA,NA,Yes x2,10/2/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Purple, Purple",https://api.discogs.com/releases/9530988,Electronic,Soul,21,Vinyl,2,613,835,4.37,38,10/2/2022,2016,52
88985446751,Beyoncé,Lemonade,"Parkwood Entertainment, Columbia","2xLP, Album, Yel",NA,2017,10781508,Vinyl LPs (New),12/6/2017 20:38,Mint (M),Mint (M),Amazon,NA,NA,"Yes x2
",10/2/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yellow, Yellow",https://api.discogs.com/releases/10781508,Electronic,Soul,12,Vinyl,2,15321,3641,4.65,723,10/2/2022,2016,49.2
"SC372, SC372LP-C1",Stella Donnelly,Beware Of The Dogs,"Secretly Canadian, Secretly Canadian","LP, Album, Ltd, Oli",NA,2019,13319416,Vinyl LPs (New),6/7/2019 15:29,NA,NA,eBay,get_importCDs,NA,"Yes
",6/19/2019,10/2/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green,https://api.discogs.com/releases/13319416,Pop,Indie Pop,13,Vinyl,1,1392,345,4.32,98,10/2/2022,2019,42.7
694932901,Eminem,The Eminem Show,Aftermath Entertainment,"2xLP, Album, RE",NA,2014,7282012,Vinyl LPs (New),9/10/2022 7:04,Mint (M),Mint (M),Amazon,NA,NA,"Yes x2
",10/5/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/4/2018 12:00,NA,https://api.discogs.com/releases/7282012,Hip Hop,Pop Rap,20,Vinyl,2,4107,1130,4.47,210,10/5/2022,2002,77
LVR02502,Denzel Curry,Melt My Eyez See Your Future,Loma Vista,"LP, Album",NA,2022,24712745,Vinyl LPs (New),10/5/2022 15:38,Mint (M),Mint (M),Target,NA,NA,Yes,10/5/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/18/2022 22:00,NA,https://api.discogs.com/releases/24712745,Hip Hop,Conscious,14,Vinyl,1,1108,188,4.6,35,10/5/2022,2022,45
ACIDRAPCHANCETHERAPPER001,Chance The Rapper,Acid Rap,Not On Label (Chance The Rapper),"2xLP, Unofficial, Cle",5,2014,6044799,Vinyl LPs (New) Bootlegs,4/28/2015 23:26,Mint (M),Mint (M),"Other
",hhv.de,NA,NA,4/28/2015,10/5/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/6044799,Hip Hop,,14,Vinyl,2,630,713,4.48,61,10/5/2022,2013,50.2
LVR00844,Denzel Curry X Kenny Beats,Unlocked,Loma Vista Recordings,"12"", EP",NA,2020,14996126,Vinyl LPs (New),9/8/2020 16:59,Mint (M),Mint (M),Other,Sound Exchange,NA,Yes,9/5/2020,12/1/2020,10/5/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/14996126,Hip Hop,Gangsta,8,Vinyl,1,3206,799,4.43,154,10/5/2022,2020,18
CT162LP-C1,Wild Nothing,Nocturne,Captured Tracks,"LP, Album, Ltd, RE, Whi",NA,2016,7948430,Vinyl LPs (New),4/16/2016 5:48,Mint (M),Mint (M),GoHastings,NA,NA,Yes,10/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,https://api.discogs.com/releases/7948430,Electronic,New Wave,11,Vinyl,1,243,350,4.54,26,10/7/2022,2012,44.25
SP 1232,Weyes Blood,Titanic Rising,Sub Pop,"LP, Album",NA,2019,13494298,Vinyl LPs (New),10/7/2022 16:43,Mint (M),Mint (M),NA,NA,NA,Yes,10/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/13494298,Rock,Baroque Pop,10,Vinyl,1,6360,1241,4.6,363,10/7/2022,2019,42.5
79669-1,Wilco,Yankee Hotel Foxtrot,Nonesuch,"2xLP, Album, RE, RP, 180 + CD, Album, Enh",5,2011,1751970,Vinyl LPs (New),6/30/2015 19:17,Mint (M),Mint (M),Amazon,NA,NA,No x2,7/8/2015,10/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1751970,Rock,Alternative Rock,22,Vinyl,2,11771,2611,4.67,1026,10/7/2022,2002,51.75
"SC337LPC1, SC337",Whitney (8),Light Upon The Lake,"Secretly Canadian, Secretly Canadian","LP, Album, Ltd, Blu",NA,2016,8476496,Vinyl LPs (New),6/15/2016 20:35,Mint (M),Mint (M),"Park Ave CDs
",NA,Yes,Yes,6/15/2016,10/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue,https://api.discogs.com/releases/8476496,Rock,Indie Pop,10,Vinyl,1,822,263,4.6,62,10/7/2022,2016,30
SP 1155,Wolf Parade,Apologies To The Queen Mary,Sub Pop,"LP, RM, Pur + LP, RM, Pea + LP, Blu + Comp, Dlx, L",NA,2016,8465512,Vinyl LPs (New),6/27/2016 2:28,NA,NA,"Other
",Indie Vinyl Den,NA,"No x3
",6/26/2016,10/7/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Purple, Orange, Blue",https://api.discogs.com/releases/8465512,Rock,Indie Rock,27,Vinyl,1,838,258,4.72,53,10/7/2022,2005,96
B0016425-01,Lana Del Rey,Born To Die,"Interscope Records, Polydor","LP, Album, Uni",NA,2012,3433715,Vinyl LPs (New),4/25/2017 12:38,Mint (M),Mint (M),Amazon,NA,NA,Yes,10/10/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/3433715,Rock,Dream Pop,12,Vinyl,1,18817,3477,4.4,1100,10/10/2022,2012,49.5
OLE-998-1,Kurt Vile,Wakin On A Pretty Daze,Matador,"2xLP, Album",4,2013,4448476,Vinyl LPs (New),10/3/2014 0:54,Mint (M),Mint (M),Insound,NA,NA,Yes x2,10/4/2014,10/10/2022,4/8/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/4448476,Rock,Indie Rock,11,Vinyl,2,4664,826,4.46,303,10/10/2022,2013,69
FRANKOCEANLP002,Frank Ocean,Channel Orange,Not On Label (Frank Ocean),"2xLP, Album, Ltd, Unofficial",5,2012,3986630,Vinyl LPs (New) Bootlegs,2/11/2015 0:47,Mint (M),Mint (M),"Other
",hhv.de,NA,"Yes x2
",2/10/2015,10/10/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/3986630,Hip Hop,Soul,17,Vinyl,2,2940,3998,4.53,193,10/10/2022,2012,55.8
"RT0199LPX, RT0199-LP",Parquet Courts,Sympathy For Life,"Rough Trade, Rough Trade","LP, Album, S/Edition",NA,2021,20648962,Vinyl LPs (New),11/24/2021 13:04,Mint (M),Mint (M),Label,NA,NA,Yes,11/24/2021,10/10/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/20648962,Rock,Art Rock,11,Vinyl,1,2206,152,4.22,115,10/10/2022,2021,45.1
OLE-222-0,Yo La Tengo,I Can Hear The Heart Beating As One,Matador,"2xLP, Album, RE",NA,2015,7456309,Vinyl LPs (New),4/1/2016 19:23,Mint (M),Mint (M),"Amazon
",NA,No,Yes x2,10/13/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/7456309,Rock,Indie Rock,16,Vinyl,2,2924,767,4.66,232,10/13/2022,1997,68
"XL LP 450, YT031LP",The XX,XX,"XL Recordings, Young Turks","LP, Album",NA,2009,1976385,Vinyl LPs (New),4/16/2016 5:53,Mint (M),Mint (M),GoHastings,NA,NA,"Yes
",10/13/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1976385,Electronic,Indie Rock,12,Vinyl,1,16830,6002,4.41,1326,10/13/2022,2009,38.8
YT080LP,The XX,Coexist,Young Turks,"LP, Album + CD, Album",NA,2012,3855300,Vinyl LPs (New),4/16/2016 5:53,Mint (M),Mint (M),GoHastings,NA,NA,"Yes
",10/13/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/3855300,Rock,Pop Rock,22,Vinyl,1,7253,912,4.2,581,10/13/2022,2012,37.2
01241-41679-1,A Tribe Called Quest,The Anthology,Jive,"2xLP, Comp",5,1999,153378,Vinyl LPs (New),9/22/2015 16:28,Mint (M),Mint (M),Amazon,NA,No,"Yes x2
",10/5/2015,10/13/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/153378,Hip Hop,Conscious,19,Vinyl,2,4665,975,4.53,350,10/13/2022,1999,74
YTLP161,The XX,I See You,Young Turks,"LP, Album, Ltd, Cle",NA,2017,9635300,Vinyl LPs (New),4/23/2017 5:28,Mint (M),Mint (M),"Park Ave CDs
",NA,NA,Yes,4/24/2017,7/17/2018,10/13/2022,NA,NA,NA,NA,NA,NA,NA,NA,Clear,https://api.discogs.com/releases/9635300,Electronic,Indie Pop,10,Vinyl,1,2540,672,4.33,178,10/13/2022,2017,39.2
SC270,Antony And The Johnsons,Cut The World,Secretly Canadian,"2xLP, Album",NA,2012,3781588,Vinyl LPs (New),5/8/2016 12:41,Mint (M),Mint (M),GoHastings,NA,NA,"Yes x2
",10/14/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/3781588,Rock,Alternative Rock,12,Vinyl,2,717,250,4.29,55,10/14/2022,2012,60
SC 105,Antony And The Johnsons,I Am A Bird Now,Secretly Canadian,"LP, Album",NA,2005,434979,Vinyl LPs (New),4/5/2016 4:52,Mint (M),Mint (M),GoHastings,NA,NA,"Yes
",4/5/2016,10/14/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/434979,Rock,Avantgarde,10,Vinyl,1,3457,686,4.45,340,10/14/2022,2005,35.5
SC215,Antony And The Johnsons,Swanlights,Secretly Canadian,"LP, Album, Dlx, 180",3,2010,2490963,Vinyl LPs (New),6/3/2015 14:40,Mint (M),Mint (M),"Park Ave CDs
",NA,NA,NA,6/4/2015,10/14/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2490963,Rock,Avantgarde,11,Vinyl,1,801,220,3.77,79,10/14/2022,2010,60
"DOC225, DOC225LP-C9",Japanese Breakfast,Jubilee,"Dead Oceans, Dead Oceans","LP, Album, Ltd, Cle",NA,2021,19008385,Vinyl LPs (New),6/16/2021 22:45,Mint (M),Mint (M),Other,NA,NA,Yes,6/17/2021,10/16/2022,3/16/2023,NA,NA,NA,NA,NA,NA,NA,NA,Clear,https://api.discogs.com/releases/19008385,Rock,Indie Rock,10,Vinyl,1,1439,440,4.64,64,10/16/2022,2021,37
R1 78059,The Jesus And Mary Chain,Psychocandy,"Reprise Records, Blanco Y Negro","LP, Album, RE, 180",NA,0,10423684,Vinyl LPs (New),9/11/2022 17:44,Mint (M),Mint (M),Amazon,NA,NA,No,10/18/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/18/2017 12:00,NA,https://api.discogs.com/releases/10423684,Rock,Noise,14,Vinyl,1,2048,441,4.51,139,10/18/2022,1995,39
MRG295,Spoon,Ga Ga Ga Ga Ga,Merge Records,"LP, Album",NA,2007,1032674,Vinyl LPs (New),5/17/2016 4:44,NA,NA,GoHastings,NA,NA,Yes,10/19/2022,4/10/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1032674,Rock,Indie Rock,10,Vinyl,1,5987,923,4.47,451,10/19/2022,2007,36.7
MRG136LP,Neutral Milk Hotel,In The Aeroplane Over The Sea,Merge Records,"LP, Album, RE, RP, 180",5,2009,2173833,Vinyl LPs (New),12/25/2014 15:34,Mint (M),Mint (M),Amazon,Gift,NA,NA,4/2/2015,10/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2173833,Rock,Indie Rock,11,Vinyl,1,22003,4686,4.61,1887,10/19/2022,1998,40
SMLP053,Marie-Pierre Arthur,Des Feux Pour Voir,Simone Records (2),"LP, Album, Cle",NA,2020,14670359,Vinyl LPs (New),7/31/2022 4:16,Mint (M),Mint (M),Label,Bandcamp,NA,Yes,7/31/2022,10/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clear,https://api.discogs.com/releases/14670359,Electronic,Indie Rock,8,Vinyl,1,84,15,4.71,14,10/19/2022,2020,36
5700960,Massive Attack,Blue Lines,"Virgin, Circa, Wild Bunch Records","LP, Album, RE, 180",NA,2016,9442778,Vinyl LPs (New),12/6/2017 20:33,NA,NA,Amazon,NA,NA,NA,4/10/2021,10/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/9442778,Electronic,Trip Hop,9,Vinyl,1,16650,2371,4.61,1341,10/19/2022,1991,44.9
"HAMBLP01, 6768265",Polo & Pan,Caravelle,"Hamburger Records, Ekler'O'ShocK","2xLP, Album, Dlx",NA,2018,12253923,Vinyl LPs (New),10/23/2022 13:30,NA,NA,"eBay
",get_importcds,NA,"Yes x2
",10/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/16/2022 12:00,NA,https://api.discogs.com/releases/12253923,Electronic,Tropical House,12,Vinyl,2,1423,587,4.69,105,10/23/2022,2017,52
DH 705,Rina Sawayama,Sawayama,Dirty Hit,"LP, Album, Gol",NA,2020,15200112,Vinyl LPs (New),10/23/2022 13:37,Mint (M),Mint (M),eBay,get_importcds,Yes,Yes,10/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/16/2022 12:00,Gold,https://api.discogs.com/releases/15200112,Rock,,13,Vinyl,1,3863,1866,4.65,205,10/24/2022,2020,43.7
"HR005, EOS083",Polo & Pan,Cyclorama,"Hamburger Records, Ekler'O'shock","2xLP, Album",NA,2021,19292665,Vinyl LPs (New),10/23/2022 13:30,NA,NA,"eBay
",get_importcds,NA,"Yes x2
",10/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/16/2022 12:00,NA,https://api.discogs.com/releases/19292665,Electronic,Electro,14,Vinyl,2,1076,280,4.48,80,10/24/2022,2021,68
B0035986-01,Kendrick Lamar,Mr. Morale & The Big Steppers,"pgLang, Top Dawg Entertainment, Aftermath Entertainment, Interscope Records","2xLP, Album, 180",NA,2022,24295229,Vinyl LPs (New),10/23/2022 13:32,Mint (M),Mint (M),eBay,get_importcds,NA,Yes x2,10/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/16/2022 12:00,NA,https://api.discogs.com/releases/24295229,Hip Hop,Hip Hop,18,Vinyl,2,5132,789,4.56,221,10/24/2022,2022,78
6.02557E+11,Rosalía (3),Los Ángeles,Universal,"2xLP, Album, RP",NA,2022,22433230,Vinyl LPs (New),10/23/2022 13:40,Mint (M),Mint (M),eBay,get_importcds,NA,Yes x2,10/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/16/2022 12:00,NA,https://api.discogs.com/releases/22433230,"Folk, World, & Country",Flamenco,12,Vinyl,2,202,152,4.23,13,10/24/2022,2017,49.1
BMRBD0500E,Taylor Swift,1989,Big Machine Records,"2xLP, Album",NA,2014,6392060,Vinyl LPs (New),9/20/2021 7:10,Mint (M),Mint (M),Amazon,NA,NA,No x2,9/20/2021,10/26/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/6392060,Pop,Synth-pop,13,Vinyl,2,17962,5384,4.44,826,10/26/2022,2014,48.7
"XLLP606, XL-606",Sigur Rós,Kveikur,"XL Recordings, XL Recordings","2xLP, Album, Gat",NA,2013,4660919,Vinyl LPs (New),4/16/2016 5:19,Mint (M),Mint (M),GoHastings,NA,NA,No,10/28/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/4660919,Electronic,Post Rock,9,Vinyl,2,3600,506,4.38,258,10/28/2022,2013,48.1
"XLLP610, XLCD610",Sigur Rós,Ágætis Byrjun,"XL Recordings, XL Recordings, Krúnk","2xLP, Album, RE + CD, Album",NA,2015,6589854,Vinyl LPs (New),10/28/2022 14:22,Mint (M),Mint (M),Other,Newbury Comics,NA,Yes x2,10/28/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/6/2016 12:00,NA,https://api.discogs.com/releases/6589854,Electronic,Post Rock,19,Vinyl,2,6053,1380,4.73,607,10/28/2022,1999,71
Lucky139LP,Hinds,The Prettiest Curse,Lucky Number,"LP, Album, Bab",NA,2020,15425671,Vinyl LPs (New),6/8/2020 22:22,NA,NA,"Label
",NA,NA,"Yes
",10/31/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue,https://api.discogs.com/releases/15425671,Rock,Indie Rock,10,Vinyl,1,440,43,4.06,17,10/31/2022,2020,32.75
